review_id,score,duration,comment
ChZDSUhNMG9nS0VJQ0FnSUQ3enMyUFZREAE,2,1 個月前,"8/24晚上在煙波的餐廳裡吃火鍋，蔬菜部分種類少，玉米也不是很新鮮，肉片的部分，只能說中規中矩。
主食的部分，等了半個小時左右
1.有類似印度脆球，裡面的水果早已乾掉，連一點汁水都沒有
2.煎蝦子的部分，已經不新鮮，口感乾柴，且有些腥味跑出
3.至於類似壽司的飯上面鋪了三個半塊干貝和一些魚卵，干貝過熟無鮮味，糙米已被風乾，要吞下去要有一定的吞嚥能力
4.裡面尚可的就是煎鮭魚，用的是腹部與肉的交界處，有一定的油脂，但老實說，要做的不好吃也困難，搭配醬汁還不錯。
綜上所述，主食估計已經煮好大概二十分鐘有餘才端上桌，而非現烹調的，吃到這樣的食物，對不起煙波這個名稱，屬實非常失望。

義式冰淇淋是這家餐廳裡最好吃的東西，這兩顆星是給辛苦的服務生和冰淇淋的。"
ChZDSUhNMG9nS0VJQ0FnSURuNVpfeUNBEAE,5,5 天前,房間乾淨舒適，早餐非常豐盛，晚上也很寧靜，安全性高住宿很放心，也有室內運動器材和泳池可使用，附近很多景點可以去逛逛走走，出差、度假、親子旅遊住宿的好選擇.
ChZDSUhNMG9nS0VJQ0FnSURiMXZTZWZ3EAE,3,2 個月前,"1.8/3 下午至櫃台辦理 Check in，被告知 Agoda 訂房需要到旁邊的自助機報到，但自助機一台維修，根本消化不完客人，大家擠在一塊體驗極差，接著無論輸入 Agoda 訂房姓名或訂單編號都頻頻報到失敗，看起來系統串接根本就不順暢，機台操作的 UI 也很糟糕，使用者體驗極差，結果旁邊的服務人員還是請求櫃檯的幫助，不知道在忙什麼，浪費大家時間。
2.早餐很豐盛且可以中午在吃，當早午餐吃還不錯
3.晚上有消夜可以吃，也有表演可以看，不錯
4.地點整體而言附近沒有太多餐廳，最後是叫外送，並且飯店還沒有可以放外送的地方，只能親自下樓領。

整體而言覺得中規中矩，有優點也有缺點，有待加強。"
ChZDSUhNMG9nS0VJQ0FnSURyeEtHMElnEAE,4,2 個月前,"這次帶男朋友到煙波慶生🎉
是在官網上訂購的方案，晚上六點check in 下午兩點退房，壽星超級滿意！很適合我們這種從台北下去比較晚到的人

住過其它家煙波，真的很喜歡煙波集團，因為服務都很好，住房也都很滿意。

這次有備注慶生，入住的時候也有準備生日卡片，讓壽星很開心🥳

活動：
這次入住晚上有活動：暗黑派派，大人小孩都可以去，晚上8:30-10:30有準備很多樣的小零食供房客使用，還有小遊戲，有感受到飯店的用心，小孩們看起來都很開心。

頂樓也有粉紅泡泡裝置藝術

⚠️但唯一覺得可以進步的是食物的部分：
早餐真的超級多樣化的，本來非常的期待，但吃完後有一點失望，因為沒有一個是特別好吃的。
麵食的部分覺得涼皮跟哨子麵很好吃，但很可惜的是他們都會先把麵直接裝好，可能方便供大家直接拿，但這樣導致拿到的時候就已經涼掉了，而且哨子麵吃的時候也爛了，感覺是煮爛了～

食物的部分真的可以再加強一下，除了這個其他住宿都很滿意！也很推薦～

Ps: 陽台蠻大的，但可惜沒有桌椅，不然就可以坐在外面看窗外的風景"
ChdDSUhNMG9nS0VJQ0FnSURubzV6LTF3RRAB,5,4 天前,"房間寬敞，視野佳，可惜地點較偏，期盼下次入住時有三溫暖可享用。
雖無溫泉，但天候不佳或旅途勞頓時，三溫暖不無小補。"
ChZDSUhNMG9nS0VJQ0FnSURybEo2RU53EAE,4,2 個月前,"2024.07.11入住煙波飯店宜蘭館，這次約了妹妹們(2大1小)來宜蘭玩所以訂了一間兩人房跟一間四人房(訂房時就有告知訂房人員，希望兩間房間安排在隔壁間)，當時電訂時的服務人員說因為房型不同，但會盡量幫我們安排在同一層樓，7/11(四)下午辦理入住時，櫃台小姐幫我把兩人房升級成四人房，整個驚喜到(很開心地被升級成四人房)。
房間整體上很乾淨舒適，飯店周遭環境滿清幽安靜的，滿適合放鬆度假的。
再來最特別的就是就是宜蘭館晚上20:30-22:30飯店有「暗黑派派」，可帶小朋友體驗夜店風的空間，簡單來說就是兒童版的夜店啦!  還有炸物. 小餅乾、甜點(豆花.愛玉.綠豆.珍珠) 吃到飽，CP值很高。
隔天的早餐也很豐盛，最讚最特別的地方就是用餐入場的時間是06:30-13:30，可以讓你睡飽飽再起床用餐，等於是吃早午餐的概念，早午餐一起吃可以睡晚一點又省下一餐的費用。"
ChdDSUhNMG9nS0VJQ0FnSUQ3aWZhMnZnRRAB,2,1 個月前,"大約下午2:30辦理入住，房間在八樓，可以理解提早入住房間還沒整理完，因此經過放進途中有許多房務人員以及在走道的推車

但無法理解的是等到時間到了下午4:30左右要出門吃晚餐時，推開房門依舊是一樣的景象清潔推車在房門口，且一大袋垃圾味道很噁心

為什麼接近晚餐時間依舊還在打掃，而且一開門就聞到垃圾車的噁心味道，完全無法理解四星級飯店的品質"
ChdDSUhNMG9nS0VJQ0FnSURIM3FiZDBnRRAB,2,3 週前,"住宿過三四次，覺得早午餐很好吃，看到網站有賣餐卷，隨即致電詢問，打了好幾通就是沒人接，接通之後又轉來轉去，一通電話10分鐘餐廳才有人接。
問了三四個人都不清楚餐卷怎麼賣，一下只能現場買，一下又說能郵寄，最後誰都不知道怎麼用，不了了之。
前後花了半小時打電話詢問，沒有得到任何結果。

過幾天不死心再打電話問，也是一樣狀況，結論是餐卷只適合本地人人買，外縣市要特別跑一趟現場買，但要下次才能用。那麼怕人家買，幹嘛賣。"
ChZDSUhNMG9nS0VJQ0FnSUQ3LU1Pa2JREAE,3,1 個月前,"如果對新竹館或台南館印象很好的話，宜蘭館可能會大失所望⋯什麼設施都沒有，唯一能稱讚的只有房間算整潔乾淨⋯空間也還ok⋯但是小孩真的無聊到爆⋯不算是能來享受飯店設施的選擇之一，附近都是公家機關，沒有任何店家，應該比較適合商務客，喜歡安靜的旅客，親子旅行建議避開⋯
叫外送也不給寄放櫃檯要迅速下去拿⋯
電視是mod沒有網飛和YouTube.."
ChZDSUhNMG9nS0VJQ0FnSUM3bU1PZVZREAE,3,2 個月前,"8/9～8/11入住.
8/9
晚上20:00到飯店辦理入住，天熱想沖涼再吃晚餐，卻發現浴缸有體毛，只好重新刷洗一番，並噴上酒精在刷洗一番..
20:40至飯店一樓參加飯店餐點活動，貌似童趣的點心，不知道是個人口味關係，「喀哩喀哩」童趣餅乾發軟，不像正常餅乾..其餘餐點未多食用，便不久留出飯店要去便利商店，發現頗遠..可能需要跟飯店借腳踏車，無奈腳踏車數量很少，僅剩一台😅
8/10
早餐用餐時段8:00～13:30，非常不錯且彈性的時間。但滾籠烤麵包機掉下來的位置有點偏位導致夾取不順或掉到檯面上。
中午12:30房務員親切主動詢問是否整理或更換房內用品，並提供需求物品，這點很值得稱許。
8/11
退房，大家都擠在同一時間退房等電梯..越低樓層等越久..這點盼能有對策，緩解。"
ChZDSUhNMG9nS0VJQ0FnSUM3MzluRkFREAE,2,1 個月前,"煙波系列我住過新竹兩間以及煙波花時間，入住體驗都非常好，沒有想到宜蘭館是這樣的。兩顆星給停車場和早餐。5000一晚覺得有夠冤。
1、智能自助報到應給旅客選擇方便使用，而不是規定用第三方平台訂房的旅客使用。有看到很多不擅3c的長輩卡在機台前很久，也很狼狽，也沒有人立刻協助，還沒入住心情就差了。
2、承上，辦理入住櫃檯根本就沒有人，是否應彈性使用。兩位櫃檯服務人員就是冷漠的表示「我們這邊是官網訂房，xxx的要用那邊機台報到喔」，用第三方平台就是次等房客的感覺？
3、智能機台報到後還要到旁邊的櫃檯排隊確認方案，豈不是多此一舉？覺得顧智能機台的人員非常忙碌，和入住櫃檯一比勞務明顯分配不均。
4、櫃檯服務人員對幼童非常不友善，故意用嘲諷家長的語氣對著幼童說話。
5、馬桶水壓不太夠。
6、餐廳位置很擠，不知為何早餐沒有提供兒童椅，看看隔壁幾桌也都是如此。"
ChZDSUhNMG9nS0VJQ0FnSURub3BpVEVBEAE,5,1 週前,環境良好 很舒適 推薦大家來 早午餐種類非常多元 提供至 13:30 真的是晚起人的福音 可以睡飽再起來吃
ChdDSUhNMG9nS0VJQ0FnSUM3dmF6SnNBRRAB,4,1 個月前,"-地處荒涼，要哪邊走走都不太方便，地下室車位不多，平面有很多車位。

-早餐非常棒，每次來都有新餐點，有很多其他早午餐沒有的特色，例如可用餐到中午1點、特殊粉包（芝麻粉、酵素粉等等）、豆花、冰淇淋、花枝意麵、馬告香腸等等料理特殊，好吃！且價格600多元很划算！

-早餐廳有高牆擋住光線，感覺像是地下室用餐…

-有6點入住，隔日下午2點退房的服務，晚入住可晚退房，很方便調整行程

-飯店設施極少，沒有健身房、游泳池等地方，所以只能待在閱覽室和房間，有點無聊，房間景觀也很少，頂多看到小角落山景，入住後要自己找方法打發時間，因為出去都是田間路

-房間設備不多，只有可提供牙刷、浴帽的備品，固定式有沐浴乳、洗髮精、洗手乳。有除濕機讚讚。

🍀沒有潤髮乳、棉花棒等備品。吹風機有點冷、風量弱，建議長頭髮要自己帶吹風機😞。

🍀5000元宜蘭好飯店住宿可以有更好的選擇。
🍀餐廳是很推，不住宿來吃都划算。"
ChdDSUhNMG9nS0VJQ0FnSUM3Nkw3YThBRRAB,3,2 個月前,"第一次入住煙波，4人房的空間很大，view也很好，但以下幾點，讓我們覺得有點可惜：
1.除了頂樓的網美拍照的裝置藝術，沒有其他什麼適合小孩的設施。
2.戶外雖然有類似酒吧的高腳桌椅，但現場並沒有可以點飲品的櫃台，只能自己買上去喝。
3.沒有洗烘衣機，讓住客可以洗衣服
4.早餐供應時間夠長(06：30～13：30)可以慢慢吃，菜色＆口味也都不錯。  但補貨速度需要加強。
5.地理位置有一點點偏，週邊有不少綠地車流量也少，建議可以爭取設置ubike站，讓房客可以騎腳踏車悠閒的在附近逛逛。"
ChZDSUhNMG9nS0VJQ0FnSURuel9xSVNnEAE,5,2 天前,服務超棒！中午打包的食物飯店人員還願意幫忙微波加熱跟借我們餐盤食用，讓人感到很貼心！
ChZDSUhNMG9nS0VJQ0FnSUNuNk1YalZnEAE,5,3 週前,帶5個月嫩嬰入住，有提供嬰兒床、消毒鍋跟澡盆，雖然床圍欄太高，放嬰兒下去很難安撫馬上就會醒，其他都非常好，服務態度極佳。早餐非常好吃，很多特色料理。遊戲區要等再大一點才能玩，有機會再去入住。
ChdDSUhNMG9nS0VJQ0FnSURuZ1kycWlBRRAB,5,1 週前,第一次來，體驗非常好，服務人員非常友善，環境也很讚，下次一定會再來住😊
ChdDSUhNMG9nS0VJQ0FnSURIanBQanpnRRAB,5,3 週前,"1.房間舒適非常大
2. 早餐豐盛，但台南館更厲害
3. 用餐位置太擠，人潮湧入需小心取餐
4. 停車空間大，非常方便
5. 不足之處，用會員點數換的2杯咖啡，拿回房間時發現都做錯口味，是退房前的小遺憾
6. 下次再訪宜蘭，會再選擇入住"
ChZDSUhNMG9nS0VJQ0FnSURId3V2TUxBEAE,5,4 週前,2014/08/09開車來可以先直接開到地下室停，不用先放人下車check in，房間乾淨舒適，一般入住房客晚上還有點心（非團體），特別的是早餐可以一路吃到下午13:30，早午餐一起吃超讚的，食材都很多吃的很飽，服務人員也很客氣，附大廳圖參考
ChdDSUhNMG9nS0VJQ0FnSUNiMFotYnp3RRAB,3,2 個月前,"7/30更改評論
謝謝飯店打電話來做溝通跟致歉
雖然有意外小插曲但能感受到飯店的用心
—————————————————
很失望的一次體驗
帶爸爸和妹妹來過生日
看到其他人有貼文生日有投影小燈那些
詢問line客服有提供嗎？說沒有(那也算了反正是額外的

但我買的2個生日蛋糕請服務人員幫忙冰
結果晚上到櫃檯領取的時候
服務人員在我面前手滑蛋糕直接毀了一個
真的很傻眼一點表示也沒有！也沒道歉！只說如果要點蠟燭可以打電話請你們幫忙！
一個好好生日之旅搞成這樣～爸爸70大壽難得帶他出遊～早餐也沒有我之前在台南煙波吃得好

然候晚上睡覺側躺的時候想說臉怎麼刺刺的
結果一個枕頭上穿出來一個尖尖的東西也拔不掉
只能墊另外一個枕頭睡～

然候可能因為暑假的關係小朋友多～隔音很爛
從早吵到晚～～～～～太難熬了"
ChZDSUhNMG9nS0VJQ0FnSURIM3RqdkxREAE,5,3 週前,飯店給人感覺小巧精緻，晚上的暗黑派隊給小朋友跟大人帶來很多歡樂，尤其感謝小丑叔叔，小朋友幾乎人人有獎，超開心。早餐食材也很新鮮，而且有宜蘭特色，用餐時間也到中午，適合晚起的人。飯店備品是有機的洗髮精、沐浴乳。這次住宿感覺很棒。只是兒童遊戲室太單調了，希望能多增加一點設施玩具。
ChdDSUhNMG9nS0VJQ0FnSUNuNDZTOWdBRRAB,5,2 週前,"整體體驗很好
房務人員把房間打掃的很乾淨舒適
免費的早午餐很有特色"
ChdDSUhNMG9nS0VJQ0FnSURiNGZIbS1BRRAB,5,2 個月前,8/4號入住飯店 大廳接待人員很細心看到我太太是孕婦主動詢問是否需要多一個枕頭 而且每位服務人員都很有禮貌 還有可以拍照的網美景點 晚上還有活動跟小點心 美中不足的地方 不知道是不是客人過於集中在同一個時間 點心空盤率很高 雖然補充很快 但是東西好像沒有熟當天吃到的地瓜圓跟芋圓裡面粉粉的不是q的而且還有點硬 當下有跟服務人員反應可是後面也不了了之 希望下次多注意
ChZDSUhNMG9nS0VJQ0FnSUNIc0p2ZEJnEAE,5,1 個月前,"這是3840的活動。與導遊請教了台灣的假日房價怎麼可以貴成這樣？太太太貴啦！
原來是外來客太少。台灣本地內需求習慣又不是在平日旅遊而是認真工作假日再認真放鬆充電。
對於飯店業者幾乎變成假日飯店平日蚊子館的冏況！
在平衡成本下。只能拉高住宿費用！

最近香港朋友來台也覺得真的是貴的不符實際水準。但也沒辦法。
就當久久來一次出國旅遊該付的吧！

那更何況國內旅遊的內心爭扎？"
ChZDSUhNMG9nS0VJQ0FnSURIZ1pyZlZ3EAE,5,3 週前,"從櫃檯接待到餐廳服務人員、晚間停車引導人員、房務人員都親切專業有禮👍。
早餐時間拉很長，讓晚起的客人也可悠閒享用👍 菜色多樣（但豐富性臺南還是勝）。
房間大且舒適，浴室分成四個區域（淋浴間、廁所、洗手台、更衣區）讓各使用者都不會強碰到👍
推薦來宜蘭住這🌟🌟🌟🌟🌟"
ChZDSUhNMG9nS0VJQ0FnSURieXBMNGJREAE,1,2 個月前,"為了慶祝父親節，8/3晚上訂了燦燦好食火鍋套餐，極嚮套餐（每份$1580+10%）海鮮盤蝦、蟹非常不新鮮，向服務人員反應後，得到的是官方回應「這是海鮮品種原來的口感」，我們是宜蘭在地人，什麼是新鮮的海鮮我們是吃的出來的！得到這種回覆真的很失望。而且上餐時間很慢，同一桌點二份一樣的套餐（每份$980+10 ％），先來了一份，催了好幾次，半小時後才送來第二份，服務人員說新鮮肉品現切需要時間，但訂單兩份是一樣的食材，無法一起處理？又是官方回應。
套餐提供蔬果自助吧，種類少、補充食材的速度很慢，甚至有菜葉沒有清洗乾淨，上面有一坨不知何物的髒東西；沒有提供任何自助飲料（只有白開水）；放冰淇淋勺的水槽應該是有流動水龍頭，但未啟動流動水⋯
衝著煙波集團的風評來用餐，卻得到物差不值的服務，我想不會再去消費了。"
